State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier,Depreciation (INR),Depreciation %,Bike Age (Years)
Gujarat,52.31,Bajaj,Pulsar 150,64874,2021,174,Hybrid,78.49,Third,2022,Expired,Dealer,46420.16,Tier 3,18453.839999999997,28.445663902333752,1
Gujarat,38.09,TVS,NTorq 125,271348,2021,315,Electric,75.82,Second,2023,Expired,Dealer,171452.21,Tier 3,99895.79000000001,36.81464024057668,2
Karnataka,11.56,Yamaha,R15 V4,332264,2019,615,Petrol,57.2,Third,2024,Active,Dealer,240777.44,Tier 1,91486.56,27.534298028074062,5
Rajasthan,11.46,Hero,HF Deluxe,230873,2017,902,Petrol,48.49,Second,2020,Active,Dealer,147090.38,Tier 3,83782.62,36.289483828771665,3
Tamil Nadu,45.22,Bajaj,Platina 110,390965,2020,776,Electric,82.29,Second,2020,Expired,Dealer,261384.81,Tier 2,129580.19,33.14368038059673,0
Delhi,59.56,Kawasaki,Z650,95414,2017,640,Electric,94.8,Third,2021,Expired,Dealer,58130.83,Tier 1,37283.17,39.07515668560169,4
Delhi,66.24,Kawasaki,Ninja 300,193138,2024,552,Hybrid,85.67,Third,2024,Expired,Dealer,81639.63,Tier 2,111498.37,57.7298977932877,0
West Bengal,68.15,Kawasaki,Ninja 300,361573,2016,542,Electric,67.9,Second,2021,Not Available,Dealer,239578.83,Tier 1,121994.17000000001,33.73984506586499,5
Maharashtra,53.33,Bajaj,Pulsar 150,231607,2015,956,Petrol,58.4,Third,2017,Active,Dealer,153147.42,Tier 3,78459.57999999999,33.87616954582547,2
Rajasthan,64.68,Royal Enfield,Hunter 350,331099,2016,252,Electric,61.22,Second,2023,Expired,Dealer,178547.04,Tier 1,152551.96,46.074424869902955,7
Madhya Pradesh,17.65,Yamaha,Ray ZR,317135,2019,467,Petrol,57.46,First,2019,Active,Individual,139527.58,Tier 3,177607.42,56.00372711936558,0
Delhi,45.74,Hero,Glamour,150842,2022,386,Electric,82.26,Third,2023,Not Available,Dealer,60979.21,Metro,89862.79000000001,59.574117288288406,1
Uttar Pradesh,28.42,Royal Enfield,Meteor 350,177769,2015,138,Petrol,26.2,First,2015,Not Available,Individual,88060.18,Metro,89708.82,50.463702895330464,0
Karnataka,24.68,Kawasaki,Ninja 300,210705,2023,319,Petrol,56.71,Second,2024,Not Available,Dealer,133386.32,Metro,77318.68,36.695227925298404,1
Uttar Pradesh,52.72,Bajaj,Avenger 220,276653,2021,962,Petrol,39.15,Third,2023,Active,Individual,169717.77,Metro,106935.23000000001,38.65319732661494,2
Tamil Nadu,39.74,Bajaj,CT 100,267946,2019,786,Hybrid,96.65,Third,2024,Not Available,Individual,112839.28,Tier 1,155106.72,57.88730565113867,5
Tamil Nadu,28.74,KTM,250 Duke,162793,2020,483,Petrol,44.51,Second,2023,Active,Dealer,129574.31,Tier 1,33218.69,20.405478122523697,3
West Bengal,75.14,Royal Enfield,Interceptor 650,188892,2024,559,Electric,60.51,Third,2024,Active,Dealer,125203.91,Tier 1,63688.09,33.716668784278845,0
West Bengal,76.73,Honda,Shine,123004,2024,882,Hybrid,75.7,Second,2024,Expired,Individual,61157.05,Tier 3,61846.95,50.28043803453546,0
Maharashtra,15.63,Kawasaki,Z650,55263,2023,964,Electric,83.12,Third,2024,Not Available,Individual,39229.01,Tier 2,16033.989999999998,29.013969563722558,1
Punjab,20.0,Royal Enfield,Interceptor 650,75634,2022,630,Petrol,55.68,Third,2023,Active,Individual,60080.69,Tier 2,15553.309999999998,20.563913054975274,1
West Bengal,26.03,TVS,NTorq 125,278641,2015,125,Hybrid,89.98,First,2015,Not Available,Individual,189265.46,Metro,89375.54000000001,32.07551652484739,0
Karnataka,30.3,Kawasaki,Ninja 400,167093,2018,117,Petrol,34.54,Second,2020,Not Available,Individual,74473.47,Tier 3,92619.53,55.42992824355299,2
Rajasthan,75.99,Yamaha,Ray ZR,150148,2023,657,Petrol,32.09,Third,2024,Active,Individual,75093.11,Metro,75054.89,49.987272557743026,1
Tamil Nadu,13.97,Royal Enfield,Classic 350,353712,2017,506,Hybrid,93.84,First,2017,Expired,Individual,268776.34,Tier 2,84935.65999999997,24.01266001718912,0
Punjab,29.74,KTM,125 Duke,282250,2020,124,Hybrid,73.37,Third,2023,Expired,Individual,166468.97,Tier 1,115781.03,41.020736935341006,3
Gujarat,30.99,Bajaj,Pulsar 150,201773,2017,373,Electric,68.83,First,2017,Expired,Dealer,121936.3,Tier 2,79836.7,39.567583373394854,0
Gujarat,26.69,Kawasaki,Vulcan S,136622,2024,530,Petrol,37.18,First,2024,Active,Dealer,72476.88,Metro,64145.119999999995,46.950798553673636,0
Gujarat,10.18,TVS,Apache RTR 160,246232,2015,296,Petrol,29.47,Third,2018,Active,Individual,116104.4,Tier 1,130127.6,52.84755840020794,3
Karnataka,58.81,Kawasaki,Vulcan S,334411,2023,316,Hybrid,97.51,Second,2024,Not Available,Dealer,267136.46,Metro,67274.53999999998,20.117322695724717,1
Karnataka,20.72,Royal Enfield,Hunter 350,120011,2024,833,Hybrid,82.52,Third,2024,Not Available,Individual,93841.08,Tier 2,26169.92,21.806267758788774,0
Delhi,66.01,KTM,RC 390,399511,2024,392,Electric,69.79,Second,2024,Expired,Individual,288523.06,Tier 2,110987.94,27.78094720796173,0
Delhi,22.41,KTM,250 Duke,88611,2016,228,Electric,91.1,First,2016,Not Available,Dealer,44582.72,Tier 3,44028.28,49.6871494509711,0
West Bengal,79.9,Yamaha,Fascino 125,93451,2023,192,Electric,99.38,First,2023,Not Available,Dealer,71167.81,Tier 2,22283.190000000002,23.84478496752309,0
Tamil Nadu,56.06,Honda,Shine,190386,2018,988,Hybrid,92.47,Second,2022,Not Available,Individual,121090.38,Tier 1,69295.62,36.397434685323496,4
Delhi,57.4,KTM,250 Duke,350916,2016,684,Hybrid,90.24,Second,2017,Active,Dealer,227250.44,Tier 1,123665.56,35.24078696896123,1
Tamil Nadu,24.08,Bajaj,Avenger 220,120717,2016,121,Petrol,46.87,First,2016,Expired,Individual,54265.32,Tier 3,66451.68,55.04749123984194,0
West Bengal,53.12,TVS,Jupiter,371848,2019,654,Petrol,41.67,Third,2021,Expired,Dealer,179337.38,Tier 3,192510.62,51.771320539575306,2
Rajasthan,41.96,KTM,390 Adventure,366519,2024,552,Electric,91.51,Third,2024,Active,Dealer,149230.83,Metro,217288.17,59.284285398574156,0
Tamil Nadu,46.28,KTM,390 Adventure,208245,2019,550,Petrol,58.72,Second,2022,Not Available,Individual,126588.49,Tier 2,81656.51,39.21175058224687,3
Gujarat,33.22,Yamaha,Ray ZR,245953,2016,886,Electric,76.21,Third,2023,Active,Individual,133634.09,Tier 1,112318.91,45.66681845718491,7
Uttar Pradesh,75.35,KTM,RC 390,209963,2019,681,Hybrid,88.91,Second,2021,Expired,Individual,145597.36,Metro,64365.640000000014,30.65570600534381,2
Madhya Pradesh,75.7,Yamaha,FZ V3,177150,2024,953,Electric,89.6,Second,2024,Expired,Dealer,137990.34,Metro,39159.66,22.1053683319221,0
Karnataka,67.86,TVS,NTorq 125,319483,2020,254,Electric,67.35,Second,2020,Not Available,Individual,161473.21,Tier 1,158009.79,49.457964899540826,0
Karnataka,16.07,Kawasaki,Versys 650,72739,2017,316,Electric,90.17,Second,2021,Not Available,Dealer,58073.78,Tier 3,14665.220000000001,20.161426469981716,4
Tamil Nadu,75.01,KTM,390 Adventure,266264,2018,891,Electric,71.94,Second,2018,Expired,Dealer,194966.79,Tier 2,71297.20999999999,26.7768868491422,0
Punjab,70.05,Yamaha,R15 V4,175982,2019,173,Electric,91.82,First,2019,Active,Individual,122183.94,Tier 2,53798.06,30.57020604379993,0
Delhi,52.23,Royal Enfield,Hunter 350,383311,2018,344,Hybrid,64.78,Second,2021,Expired,Individual,160415.23,Tier 1,222895.77,58.150110484697805,3
West Bengal,32.86,Hero,Splendor Plus,159259,2015,588,Electric,84.84,First,2015,Active,Individual,122238.35,Tier 1,37020.649999999994,23.24556226021763,0
Madhya Pradesh,7.12,TVS,NTorq 125,144767,2017,582,Petrol,41.03,First,2017,Not Available,Individual,99385.53,Tier 2,45381.47,31.347938411378284,0
Maharashtra,6.91,TVS,Sport,178622,2015,936,Hybrid,61.19,First,2015,Expired,Individual,116784.72,Tier 2,61837.28,34.619072678617414,0
Uttar Pradesh,27.73,Honda,Dio,263606,2018,463,Petrol,27.83,First,2018,Active,Dealer,171449.65,Tier 2,92156.35,34.959883310698544,0
Gujarat,46.08,Royal Enfield,Hunter 350,300280,2018,172,Hybrid,89.04,First,2018,Not Available,Individual,147035.59,Tier 3,153244.41,51.033838417477014,0
Delhi,16.35,KTM,390 Adventure,216782,2018,930,Hybrid,98.51,Third,2024,Active,Individual,140450.16,Tier 1,76331.84,35.21133673459973,6
West Bengal,70.83,TVS,Ronin,150991,2020,577,Electric,63.73,Third,2024,Active,Individual,75730.39,Tier 1,75260.61,49.84443443648959,4
Maharashtra,27.11,Honda,Shine,63400,2016,877,Petrol,33.17,Third,2019,Active,Individual,38248.24,Tier 3,25151.760000000002,39.67154574132493,3
Karnataka,47.62,Honda,Unicorn,276497,2015,738,Electric,93.66,Third,2016,Expired,Individual,211816.5,Tier 1,64680.5,23.39283970531326,1
Maharashtra,56.35,Royal Enfield,Himalayan,239013,2024,234,Petrol,36.12,Second,2024,Not Available,Dealer,101833.67,Tier 1,137179.33000000002,57.39408735089724,0
Gujarat,59.06,TVS,Apache RTR 160,253425,2018,337,Electric,70.7,First,2018,Expired,Dealer,120083.96,Tier 2,133341.03999999998,52.61558251948307,0
Karnataka,10.32,Royal Enfield,Interceptor 650,348076,2016,110,Hybrid,93.51,Second,2019,Active,Individual,174379.64,Tier 1,173696.36,49.901849021478064,3
Uttar Pradesh,35.0,Yamaha,Ray ZR,308241,2024,241,Electric,81.9,First,2024,Not Available,Individual,216549.04,Tier 1,91691.95999999999,29.746840945883253,0
Karnataka,74.87,Royal Enfield,Hunter 350,177812,2024,749,Petrol,55.63,Third,2024,Active,Individual,109672.81,Tier 3,68139.19,38.320917598362314,0
Karnataka,5.6,Honda,Dio,385966,2018,969,Petrol,59.7,Second,2021,Not Available,Individual,202627.73,Tier 3,183338.27,47.50114517859086,3
Madhya Pradesh,11.94,TVS,Sport,365291,2018,961,Petrol,29.68,First,2018,Not Available,Individual,239491.52,Tier 3,125799.48000000001,34.438154786184164,0
West Bengal,38.23,Hero,HF Deluxe,256561,2024,859,Petrol,38.62,Second,2024,Not Available,Dealer,141163.85,Tier 2,115397.15,44.97844567178955,0
Punjab,41.47,KTM,Duke 200,150764,2024,164,Petrol,33.17,Third,2024,Active,Dealer,77671.05,Tier 3,73092.95,48.48169987530179,0
Punjab,43.01,Bajaj,Dominar 400,291326,2023,678,Electric,82.18,Second,2024,Not Available,Dealer,129558.12,Metro,161767.88,55.52812999869562,1
Tamil Nadu,49.51,Honda,CBR 650R,120620,2023,973,Electric,82.31,Third,2024,Active,Dealer,73968.83,Metro,46651.17,38.676148234123694,1
Karnataka,55.96,Bajaj,Dominar 400,66038,2020,779,Hybrid,73.42,Third,2022,Expired,Individual,35790.09,Tier 2,30247.910000000003,45.803794784820866,2
Punjab,42.91,KTM,390 Adventure,151381,2023,370,Hybrid,86.12,Second,2024,Expired,Individual,105362.3,Tier 2,46018.7,30.399257502592793,1
Gujarat,31.59,Bajaj,CT 100,64849,2018,192,Petrol,33.5,First,2018,Not Available,Dealer,27121.78,Metro,37727.22,58.177026631096865,0
Maharashtra,56.69,Honda,Activa,101125,2016,372,Hybrid,82.23,Second,2020,Not Available,Dealer,71383.37,Metro,29741.630000000005,29.410758961681093,4
Maharashtra,20.01,Kawasaki,Vulcan S,388647,2018,792,Electric,86.89,First,2018,Active,Individual,248729.85,Tier 3,139917.15,36.00108839126508,0
Gujarat,9.69,Yamaha,FZ V3,215484,2015,879,Petrol,54.62,Third,2021,Expired,Individual,87859.0,Tier 1,127625.0,59.22713519333222,6
Madhya Pradesh,59.81,Kawasaki,Vulcan S,149904,2023,230,Hybrid,99.22,Third,2023,Expired,Dealer,96461.1,Metro,53442.899999999994,35.65141690682036,0
Punjab,29.16,Bajaj,Avenger 220,91505,2019,244,Electric,99.15,Third,2021,Active,Dealer,70018.7,Metro,21486.300000000003,23.48101196655921,2
Tamil Nadu,16.62,Hero,Passion Pro,132573,2023,759,Hybrid,95.19,Third,2024,Expired,Individual,66984.15,Tier 1,65588.85,49.473761625670384,1
Maharashtra,71.0,TVS,Ronin,110879,2019,264,Petrol,25.51,First,2019,Active,Individual,65355.92,Tier 2,45523.08,41.056539110201214,0
Tamil Nadu,67.34,Bajaj,CT 100,114658,2023,572,Electric,96.57,First,2023,Not Available,Dealer,64320.82,Tier 2,50337.18,43.902021664428126,0
Delhi,12.41,Honda,Dio,86276,2020,115,Hybrid,91.69,Second,2020,Expired,Dealer,52267.08,Tier 1,34008.92,39.41874913069683,0
Rajasthan,73.23,Kawasaki,Ninja 300,399424,2023,731,Petrol,40.51,Second,2023,Active,Dealer,257383.93,Metro,142040.07,35.56122566495754,0
Delhi,40.85,TVS,Jupiter,63812,2018,205,Petrol,50.71,Second,2019,Expired,Dealer,38175.59,Tier 1,25636.410000000003,40.17490440669467,1
Gujarat,8.35,Kawasaki,Z650,207582,2024,738,Hybrid,95.57,First,2024,Not Available,Individual,121664.66,Tier 3,85917.34,41.38959061961056,0
Karnataka,45.64,Royal Enfield,Classic 350,120174,2018,242,Petrol,32.9,Third,2018,Not Available,Individual,81662.64,Tier 2,38511.36,32.04633281741474,0
Delhi,34.5,TVS,NTorq 125,153044,2016,185,Electric,82.2,First,2016,Not Available,Individual,76132.72,Tier 2,76911.28,50.25435822377878,0
Gujarat,74.7,KTM,RC 390,273710,2015,982,Hybrid,71.46,Second,2024,Expired,Individual,109971.0,Tier 2,163739.0,59.82207445836835,9
Maharashtra,25.23,Yamaha,MT-15,345237,2016,908,Hybrid,77.98,Second,2021,Expired,Dealer,237637.35,Tier 1,107599.65,31.166894046698353,5
Karnataka,7.74,KTM,125 Duke,257435,2018,910,Electric,72.16,Third,2019,Expired,Individual,109862.21,Metro,147572.78999999998,57.3242915687455,1
Delhi,19.85,KTM,125 Duke,80449,2018,708,Electric,93.67,First,2018,Expired,Individual,56931.23,Tier 3,23517.769999999997,29.233141493368464,0
Madhya Pradesh,55.77,Honda,Shine,368852,2016,950,Hybrid,91.04,Second,2022,Expired,Dealer,219933.26,Tier 3,148918.74,40.373575309338165,6
Karnataka,33.04,Honda,Dio,393834,2018,303,Hybrid,87.53,Third,2024,Expired,Individual,223534.31,Tier 3,170299.69,43.24149006942012,6
Karnataka,67.11,Yamaha,Fascino 125,382953,2024,425,Hybrid,85.15,Second,2024,Expired,Dealer,289883.96,Tier 1,93069.03999999998,24.302992795460536,0
Punjab,29.45,TVS,Ronin,389845,2015,759,Hybrid,61.19,Second,2023,Not Available,Individual,306241.55,Tier 2,83603.45000000001,21.445305185394197,8
Rajasthan,71.0,Honda,CBR 650R,359141,2016,537,Petrol,37.31,Second,2021,Expired,Individual,227185.61,Tier 3,131955.39,36.74194536407707,5
Gujarat,41.1,TVS,Ronin,105084,2020,525,Hybrid,64.7,Second,2020,Expired,Dealer,65817.87,Tier 1,39266.130000000005,37.366421148795254,0
Delhi,46.97,Hero,Xtreme 160R,143370,2024,800,Petrol,36.52,First,2024,Active,Individual,64267.18,Tier 1,79102.82,55.17389970007673,0
Punjab,20.9,Yamaha,R15 V4,147141,2024,505,Electric,62.34,First,2024,Not Available,Individual,92024.55,Tier 2,55116.45,37.4582543274818,0
Karnataka,58.15,Yamaha,MT-15,380883,2016,227,Petrol,55.02,First,2016,Active,Individual,167902.31,Tier 2,212980.69,55.91761512065385,0
Gujarat,21.86,KTM,RC 390,375127,2017,318,Petrol,31.45,Second,2017,Active,Dealer,188003.59,Tier 1,187123.41,49.8826823982278,0
Madhya Pradesh,42.63,Yamaha,R15 V4,390849,2022,465,Petrol,47.94,Third,2022,Active,Individual,229786.87,Metro,161062.13,41.208274806894735,0
Maharashtra,43.04,KTM,390 Adventure,55452,2015,757,Petrol,36.93,Third,2021,Active,Individual,30651.8,Tier 2,24800.2,44.7237250234437,6
Karnataka,69.62,Kawasaki,Versys 650,71333,2017,477,Hybrid,84.41,Second,2024,Not Available,Dealer,34076.56,Metro,37256.44,52.22889826587975,7
Tamil Nadu,32.8,Hero,HF Deluxe,120218,2023,100,Hybrid,64.98,Third,2024,Not Available,Individual,59869.9,Metro,60348.1,50.19888868555458,1
Madhya Pradesh,72.46,Royal Enfield,Hunter 350,117849,2023,450,Petrol,37.19,First,2023,Not Available,Dealer,82184.86,Metro,35664.14,30.262573292942662,0
Gujarat,66.78,Bajaj,Platina 110,75961,2019,878,Hybrid,63.88,Third,2023,Not Available,Dealer,51280.09,Tier 1,24680.910000000003,32.4915548768447,4
West Bengal,17.98,Royal Enfield,Himalayan,354070,2019,346,Petrol,46.29,Second,2022,Expired,Individual,151568.39,Tier 2,202501.61,57.192535374361,3
Uttar Pradesh,73.54,Honda,Dio,283241,2019,489,Petrol,42.7,Third,2023,Not Available,Individual,123017.53,Metro,160223.47,56.567894478553605,4
Maharashtra,74.47,Hero,HF Deluxe,361909,2015,621,Hybrid,82.54,Second,2022,Active,Individual,193102.14,Tier 1,168806.86,46.643454570071476,7
Delhi,21.82,Honda,Dio,359844,2022,306,Petrol,44.28,First,2022,Not Available,Individual,158027.15,Tier 2,201816.85,56.08453941152277,0
Madhya Pradesh,53.19,KTM,RC 390,159755,2021,554,Hybrid,86.64,First,2021,Active,Dealer,116565.58,Tier 3,43189.42,27.034784513786736,0
Maharashtra,41.17,Hero,Xtreme 160R,365129,2019,221,Petrol,59.44,Third,2022,Expired,Individual,286850.83,Tier 1,78278.16999999998,21.438497079114498,3
Punjab,79.91,Yamaha,R15 V4,344280,2016,194,Electric,89.84,Third,2020,Active,Individual,274159.94,Tier 3,70120.06,20.36716045079586,4
Karnataka,60.01,Bajaj,Dominar 400,245560,2016,693,Hybrid,83.97,Third,2020,Not Available,Dealer,152617.43,Tier 1,92942.57,37.849230330672754,4
Punjab,5.11,Honda,CBR 650R,174730,2019,129,Petrol,44.91,Third,2024,Not Available,Individual,127732.46,Metro,46997.53999999999,26.8972357351342,5
Maharashtra,57.54,Honda,Unicorn,107033,2015,219,Petrol,50.11,Second,2021,Not Available,Dealer,55130.36,Tier 2,51902.64,48.492184653331215,6
Gujarat,13.01,Royal Enfield,Classic 350,100933,2023,117,Electric,60.54,Third,2024,Not Available,Dealer,59731.83,Tier 2,41201.17,40.82031644754441,1
Rajasthan,67.02,TVS,Sport,191079,2023,922,Hybrid,84.35,First,2023,Active,Dealer,150876.54,Tier 2,40202.45999999999,21.03970609015119,0
Madhya Pradesh,15.95,Bajaj,Dominar 400,80219,2019,249,Hybrid,88.36,First,2019,Not Available,Individual,44951.29,Tier 1,35267.71,43.9642852690759,0
Maharashtra,11.73,KTM,250 Duke,259499,2017,486,Electric,64.11,First,2017,Active,Individual,178542.65,Tier 3,80956.35,31.19717224343832,0
Gujarat,77.0,Bajaj,Platina 110,322552,2018,531,Electric,78.37,Second,2021,Active,Individual,231139.31,Tier 1,91412.69,28.340450532007246,3
Gujarat,77.26,Bajaj,CT 100,343015,2017,455,Petrol,30.41,Third,2022,Expired,Dealer,223686.47,Tier 2,119328.53,34.78813754500532,5
Tamil Nadu,33.93,Royal Enfield,Meteor 350,107643,2015,616,Petrol,41.15,Third,2017,Not Available,Individual,74976.6,Tier 2,32666.399999999994,30.346980295978366,2
Maharashtra,37.63,Royal Enfield,Classic 350,178559,2015,873,Electric,93.69,First,2015,Expired,Dealer,110634.1,Tier 3,67924.9,38.040591625177115,0
Madhya Pradesh,14.5,Bajaj,Avenger 220,60656,2024,772,Hybrid,67.36,Third,2024,Not Available,Individual,47831.46,Tier 1,12824.54,21.143069111052494,0
Madhya Pradesh,45.62,Kawasaki,Ninja 400,90938,2020,961,Hybrid,93.18,Third,2024,Expired,Dealer,64875.17,Metro,26062.83,28.659999120279757,4
Karnataka,78.83,Hero,Xtreme 160R,254571,2017,979,Hybrid,88.75,Third,2017,Expired,Individual,125229.17,Metro,129341.83,50.80776286379831,0
Delhi,39.26,KTM,390 Adventure,311142,2015,543,Electric,61.17,First,2015,Active,Individual,179819.51,Tier 3,131322.49,42.20660984373694,0
Delhi,17.6,Yamaha,Ray ZR,141370,2023,399,Petrol,28.02,Second,2023,Expired,Individual,103110.93,Tier 1,38259.07000000001,27.063075617174793,0
Rajasthan,78.04,Yamaha,Fascino 125,276609,2023,846,Petrol,36.62,First,2023,Active,Dealer,195188.55,Metro,81420.45000000001,29.435213604763405,0
Tamil Nadu,27.27,Yamaha,Ray ZR,151290,2017,351,Hybrid,98.5,Third,2024,Not Available,Individual,113088.67,Tier 3,38201.33,25.250399894242847,7
Uttar Pradesh,24.78,Yamaha,R15 V4,344025,2017,101,Hybrid,71.13,First,2017,Active,Dealer,203287.55,Tier 3,140737.45,40.90907637526343,0
Gujarat,10.68,TVS,Jupiter,129154,2018,844,Electric,71.51,Third,2024,Expired,Individual,59567.31,Tier 2,69586.69,53.878850054973135,6
Punjab,60.55,Yamaha,R15 V4,131290,2020,847,Hybrid,74.35,Second,2022,Not Available,Individual,80645.72,Tier 2,50644.28,38.574362099169775,2
Madhya Pradesh,23.49,TVS,Ronin,50830,2021,663,Hybrid,75.78,Second,2023,Not Available,Individual,23126.61,Tier 2,27703.39,54.50204603580563,2
Delhi,36.13,Kawasaki,Z650,316703,2024,395,Petrol,48.68,Second,2024,Active,Dealer,174624.24,Tier 1,142078.76,44.861829537453076,0
Maharashtra,59.54,Royal Enfield,Hunter 350,253423,2019,428,Electric,71.12,First,2019,Not Available,Dealer,115003.02,Tier 3,138419.97999999998,54.620133137087,0
West Bengal,56.72,Hero,HF Deluxe,314189,2019,334,Petrol,28.95,First,2019,Active,Dealer,199442.19,Tier 2,114746.81,36.521587324826776,0
West Bengal,34.69,Kawasaki,Vulcan S,75881,2023,996,Petrol,37.1,Third,2024,Expired,Dealer,51631.78,Tier 1,24249.22,31.956906208405268,1
West Bengal,32.88,Hero,Passion Pro,272661,2021,708,Hybrid,80.37,First,2021,Not Available,Individual,125655.31,Tier 1,147005.69,53.915187723950254,0
Delhi,19.06,TVS,Jupiter,229448,2020,651,Hybrid,76.48,Second,2022,Expired,Dealer,143903.49,Tier 2,85544.51000000001,37.282743802517345,2
Delhi,6.75,Kawasaki,Z650,217569,2015,815,Petrol,42.75,First,2015,Expired,Dealer,169352.15,Tier 3,48216.850000000006,22.161636078669297,0
Delhi,67.84,Hero,Glamour,251739,2023,714,Petrol,58.96,Third,2024,Active,Dealer,154454.15,Metro,97284.85,38.64512451388144,1
Punjab,69.72,Bajaj,Platina 110,176500,2021,637,Petrol,41.9,Second,2024,Expired,Individual,88270.3,Metro,88229.7,49.9884985835694,3
Tamil Nadu,49.02,Bajaj,Platina 110,314250,2016,518,Hybrid,89.94,Third,2017,Expired,Individual,213634.55,Tier 3,100615.45000000001,32.01764518695306,1
Maharashtra,20.26,Honda,Unicorn,112425,2018,799,Hybrid,67.88,Third,2023,Expired,Individual,63699.41,Metro,48725.59,43.340529241716695,5
Punjab,17.6,Bajaj,CT 100,131918,2019,883,Electric,79.51,First,2019,Expired,Dealer,81344.06,Tier 1,50573.94,38.33740657074849,0
Punjab,43.66,TVS,Sport,296912,2020,312,Petrol,50.7,Second,2023,Active,Individual,193540.53,Tier 2,103371.47,34.815524465161396,3
Delhi,31.17,TVS,Apache RTR 160,54601,2018,216,Hybrid,67.64,Second,2018,Expired,Individual,39165.69,Metro,15435.309999999998,28.26928078240325,0
Delhi,30.13,Yamaha,R15 V4,90045,2020,492,Hybrid,95.66,First,2020,Expired,Individual,53388.77,Metro,36656.23,40.70879004941974,0
